codigo,categoria,pieza,cantidad,largo_mm,ancho_mm,espesor_mm,cantos
M1,Mesada,Piedra_Gris_Mara_Calado_600x555,1,2258.0,648.0,30.0,Pulido perimetral segun proveedor
