codigo	pieza	operacion	bisagra_codo	luz_bisagra_mm	lado	diametro_mm	cantidad	posiciones
VF08	Frente puerta izquierda codo 0	cazoleta bisagra	0	3	left	35	2	left side; codo 0; 3mm reveal; centers 90mm from bottom/top; x center 22mm from hinge edge
