uid,source,module,code,name,board,x,y,w,h,rotated
vanitory_reforma_830_drawer_bottom_5mm_1_1,vanitory_reforma_830_drawer_bottom_5mm.tsv,VC,VC,VC_11e_fondo_caj_izq,1,0,0,308,300,False
vanitory_reforma_830_drawer_bottom_5mm_2_1,vanitory_reforma_830_drawer_bottom_5mm.tsv,VC,VC,VC_12e_fondo_caj_der,1,311,0,308,300,False
